Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Virgin Islands, British;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cape Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo (Brazzaville);Cook Islands;Costa Rica;Ivory Coast;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Congo (Kinshasa);Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See (Vatican City State);Honduras;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;South Korea;Moldova;Reunion;Romania;Russia;Rwanda;Saint Helena, Ascension and Tristan da Cunha;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;Palestinian Territories;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;United States;Virgin Islands, British;Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;Wallis and Futuna;Yemen;Zambia;Zimbabwe
2015;2015176;Austria;1492374;..;..;8620;3147;1290;..;2;341;..;7;1523;3051;..;2490;..;1076;22;21;2737;21;1667;2575;41;80;19;24;509;155164;25;5186;..;6;15733;121;97;41;958;654;2547;..;..;29;12;..;1258;17713;1570;..;457;..;179;213;40006;879;..;325;54997;2812;700;1418;7;51;3125;662;14891;68;10;104;372;1276;..;..;18;1598;8964;..;..;24;628;3316;223705;2474;..;4003;..;15;..;1;372;303;68;19;63;..;98;44468;188;13576;1214;15495;5524;985;..;2562;29738;208;2970;749;1103;982;..;253;648;124;806;1841;4;274;459;378;909;763;75;38;483;9;99;108;..;..;33;114;..;1512;1;24;1804;21842;..;1926;67;71;183;1;588;8476;..;443;208;31;8485;..;..;966;31;4814;1;62;60;229;1688;13856;65989;1723;6;25;..;1779;..;70267;30972;211;..;2;14;..;10;4;1;2;477;335;195177;44;267;286;..;27170;17908;14;1215;2792;..;4122;981;277;635;20;23;3551;15802;3320;284;21921;5604;..;219;..;7;70;3690;184847;140;..;12;274;8232;176;11013;157;11054;..;282;754;7;915;3344;..;95;113;298
2015;2015177;Belgium;1252380;55471;37063;2282;4334;10002;..;..;2713;..;..;525;5749;..;793;2842;747;2;2;1061;6;1577;..;..;569;..;113;335;1905;11;5827;..;..;14663;584;1991;181;257;8173;3102;..;..;119;187;..;1075;9653;1609;..;741;..;114;2216;899;671;..;347;2910;19;20102;3347;491;30;736;2917;1375;106;20;129;778;825;..;..;8;3363;156124;..;..;324;230;1864;43890;3496;..;16475;..;..;..;..;146;4540;53;19;274;..;66;4199;213;7713;1374;4994;3683;4036;..;1585;183764;128;5057;382;2336;552;..;10;1263;130;1066;2048;12;425;190;17;1572;4913;487;30;403;2;368;381;..;..;956;725;..;1051;..;8;426;143;..;91232;43;90;12;..;1585;148675;..;261;62;1142;2883;..;..;1444;11;4260;..;50;1;148;1130;3466;47970;36834;..;..;781;1015;..;29374;14265;3724;..;..;..;..;..;..;21;10;46;1574;2489;19;728;205;..;4523;852;..;872;890;..;50361;697;375;453;276;..;4927;2331;2014;69;3663;3513;..;2561;..;..;..;4414;44034;14;..;..;268;3355;..;27878;233;12618;..;87;1669;..;439;1299;..;59;133;143
2015;2015178;France;7918382;..;..;4842;6810;1455276;1;998;21653;10;62;13168;19411;11;8492;12775;4182;45;163;5080;78;3458;155856;9;20765;116;88;3201;14178;41;58392;..;49;17929;8891;1898;22675;64433;82676;26180;94;..;17006;7545;..;14649;111938;27699;37264;70669;3;765;91484;10270;4862;..;1047;9263;62;78043;6591;6684;6553;3551;4207;31469;1133;396;648;924;8824;3;..;159;3894;..;..;..;20120;1939;7714;237647;6811;71;13111;13;..;..;..;3045;30728;3118;4802;75616;..;596;10734;390;48888;5031;23180;6225;9997;13;9355;373919;526;21744;1467;2627;1778;9;746;733;43356;2839;47973;49;798;2391;28;2662;13109;122471;108;2581;6;76855;498;..;..;18073;45100;..;12796;3;25376;1451;1427;6;942409;1312;480;175;..;1347;44592;..;1991;658;5597;5866;..;..;4140;110;24188;..;519;27;1050;11883;15485;113569;725430;52;150;21058;6672;..;91338;65094;6300;1;3;4831;..;29;18;223;227;2531;119898;86158;607;1323;2322;..;4529;2637;3;1915;5269;..;309660;48687;1010;3263;24802;21;10234;96906;17046;248;4565;18463;12;24171;..;97;418;395285;302547;214;8;1;590;16153;797;188533;655;54833;1;2477;1121;752;6446;127993;..;495;351;713
2015;2015179;Germany;10220418;99849;1725;83992;15209;19617;..;..;..;..;..;15626;10629;..;11710;217137;16168;..;..;6386;..;21522;29459;..;1805;..;..;4520;168458;..;53860;..;..;88792;1302;590;..;2271;16772;16602;..;..;..;267;..;13438;86291;18643;..;3543;..;1594;3402;176585;12246;..;1561;458182;2521;7356;21894;..;..;9349;7153;19683;1122;..;12337;9883;17541;..;..;..;13732;122911;..;..;440;3725;19290;..;25409;..;181290;..;..;..;..;1764;3566;..;..;1333;..;1214;145629;1519;57568;16555;115936;96977;9587;..;12560;349395;1923;27886;10674;857180;12673;..;..;70534;3030;25889;67045;..;1660;3768;258;42010;17652;1342;..;5175;..;1222;633;..;..;..;..;..;15399;..;..;..;21;..;96565;..;1918;..;..;3307;117420;..;2732;1281;795;22442;..;..;7450;..;42295;..;618;..;4289;15652;47417;1627067;83003;..;..;24582;19553;..;497518;910843;1040;..;..;..;..;..;..;..;..;3157;3513;89923;..;2744;2405;..;36126;33498;..;6203;15483;..;84770;39380;..;..;..;..;16851;71058;44761;24433;..;64068;..;12013;..;..;773;34842;1395973;5583;..;..;2185;220141;..;87123;..;115973;..;2875;35633;..;7671;95221;..;2438;848;..
2015;2015180;Liechtenstein;23799;365;345;..;..;..;..;..;..;..;..;26;..;..;..;3868;..;..;..;..;..;..;41;..;..;..;..;..;312;..;170;..;..;12;..;..;..;..;..;..;..;..;..;..;..;..;77;36;..;..;..;..;..;126;..;..;..;58;..;..;16;..;..;69;..;..;..;..;..;2;..;..;..;..;6;126;..;..;..;..;..;1810;..;..;47;..;..;..;..;..;..;..;..;..;..;..;67;2;26;..;..;..;17;..;..;880;..;..;..;..;..;..;..;..;35;..;..;..;..;..;..;..;4;..;..;..;..;..;..;..;..;..;..;..;25;..;..;..;3;..;..;..;..;..;..;..;76;..;..;..;..;..;..;..;6;..;..;..;..;..;..;..;39;58;425;..;..;..;..;..;31;51;..;..;..;..;..;..;..;..;..;..;..;148;..;..;..;..;35;114;..;..;30;..;273;..;..;..;..;..;26;12862;..;..;87;84;..;..;..;..;..;22;623;..;..;..;..;37;..;70;..;131;..;..;..;..;..;..;..;..;..;..
2015;2015181;Luxembourg;260573;19;357;..;314;104;..;..;..;..;..;40;..;..;80;1013;..;..;..;33;..;43;20730;..;..;..;..;..;2535;..;312;..;..;919;..;..;1692;..;63;248;..;..;..;..;..;61;1103;26;..;..;..;..;..;433;22;..;66;950;..;101;2655;..;122;37;..;26;..;..;..;551;..;..;..;..;1364;37876;..;..;..;..;..;14857;..;..;1909;..;..;..;..;..;..;..;..;..;..;..;1137;344;203;..;243;..;1703;..;42;21588;..;294;..;..;..;..;..;..;..;512;37;..;..;..;..;627;..;..;..;26;..;..;284;..;..;..;55;..;28;..;..;..;8945;..;257;..;..;..;..;33;4672;..;22;..;..;..;..;..;182;..;..;..;..;..;..;103;199;3297;99129;..;..;50;..;..;1820;409;26;..;..;..;..;..;..;..;..;..;33;6199;..;..;..;..;742;505;..;..;47;..;4185;..;..;..;..;..;2157;557;..;..;361;181;..;..;..;..;..;142;210;..;..;..;..;182;..;6854;..;1147;..;..;..;..;26;117;..;..;..;..
2015;2015182;Monaco;21042;6829;3418;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6371;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4424;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2015;2015183;Netherlands;1996318;419;5021;33852;1192;3975;..;..;5321;23;32;3170;850;3994;10366;6671;728;56;121;1335;82;284;54038;..;288;35;327;881;813;235;16089;..;615;18714;375;2334;11997;738;1923;9776;4380;..;56;85;..;3328;62708;14375;..;996;..;738;1268;267;1313;61301;563;681;97;5122;3514;96;75;8688;2182;12893;377;47;2150;937;9451;..;..;69;2896;24712;..;..;96;672;296;123273;14212;33;13959;..;47;..;..;756;2619;247;2356;1411;..;466;12801;407;22713;132159;29405;41384;5161;..;5086;24402;930;5835;923;228;2971;..;1143;71;210;3202;3475;134;1937;908;..;4433;1139;174;293;3630;..;179;348;..;..;320;361;..;3801;..;78;482;..;..;172291;655;1104;268;..;1639;..;..;3814;478;270;7079;..;..;2738;596;12127;..;318;132;201;3907;12381;98435;16750;..;101;7092;173;..;14757;56841;1157;..;77;56;..;67;26;..;157;1850;1012;26711;84;4263;3547;21893;505;152;..;27115;13470;..;24734;10461;..;4422;196783;83;4447;6889;9714;53;161;13990;..;1180;..;..;534;4568;204551;..;..;..;1508;1208;742;49549;1454;28285;..;658;443;..;3878;13600;..;486;994;1453
2015;2015184;Switzerland;2416394;69051;46034;4613;2008;9600;..;54;6716;..;113;8863;741;..;7872;65090;578;130;307;2114;85;1195;16243;63;566;..;72;3417;57542;74;47482;..;56;5955;645;582;2129;2599;7256;12369;..;..;204;305;..;7751;18405;11949;30;1231;..;935;3019;21766;3258;..;378;14233;500;6870;6006;101;365;10754;5053;6437;742;43;8893;589;5211;..;..;70;5567;152058;..;..;279;723;691;362506;2774;..;9252;..;47;..;..;1020;1231;343;136;1848;..;560;17521;413;19081;3654;9360;7539;3648;..;3834;264786;801;7596;687;2402;3412;..;470;500;1043;1676;6181;85;441;1099;2491;1262;2414;1770;109;2385;65;448;297;..;..;130;2916;..;6605;..;266;693;2796;..;17494;1266;253;331;..;953;31367;..;1888;609;199;3503;..;..;2445;88;4451;..;455;260;1020;9741;13416;26401;205887;..;70;3624;1195;..;14849;19234;1088;..;..;59;..;..;..;..;57;994;2343;168629;236;340;1866;..;12470;3916;..;4936;7636;..;62870;42139;184;1121;108;105;10201;..;3694;164;58804;19990;..;1866;..;..;340;11153;84488;96;..;..;794;7367;435;48058;888;38347;..;1706;741;..;3989;12051;..;463;366;1074
2015;2015186;Caribbean;1385784;32865;61708;..;103;302;..;..;92;1554;7673;3518;..;4479;370;646;..;1138;21;..;4750;..;982;407;..;134;8;281;5;14;1077;4052;..;220;..;3;3;121;23;12121;3402;27;135;3;14;2313;6835;25186;..;..;8;1831;..;..;23828;8176;..;201;..;..;58;..;20632;89989;1533;76;1318;..;..;16;94;..;..;..;36;106593;3330;..;..;..;..;5688;103;..;154;82;10435;7846;..;1215;..;..;33930;397452;..;2703;86;..;6093;319;40;27;302;..;117;7549;32026;1146;90;11;54;..;..;..;..;..;1232;..;..;..;..;..;..;..;..;35;..;..;25;..;10235;..;..;..;5352;..;..;..;..;3046;34;..;..;..;..;..;18489;..;92;1377;27;799;..;..;69;..;196;..;2033;..;25;4488;4366;171;1755;14171;..;679;12;811;209;2435;..;97;11744;11802;64;15099;..;..;..;18;..;73;..;..;..;1848;..;..;..;..;204;..;16271;39;19;..;4362;12;103;2430;764;..;26;68;..;..;..;..;12409;..;62;..;1586;..;12;671;..;20090;14;246756;3067;793;..;..;21074;64;12;..;9;33
2015;2015187;Anguilla;5470;183;1265;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;57;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;653;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;382;..;..;..;..;..;..;..;..;..;..;..;..;..;464;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;285;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;903;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;418;..;454;406;..;..;..;..;..;..;..;..;..
2015;2015188;Antigua and Barbuda;28083;216;179;..;..;..;..;..;..;39;..;..;..;5;7;..;..;2;..;..;302;..;..;14;..;14;..;..;..;..;..;98;..;..;..;..;..;..;..;434;11;..;..;..;..;..;134;..;..;..;..;..;..;..;20;19;..;..;..;..;..;..;4745;1784;..;10;..;..;..;..;90;..;..;..;..;41;5;..;..;..;..;83;31;..;..;..;192;76;..;..;..;..;6472;33;..;7;..;..;79;..;..;..;..;..;..;72;3990;20;..;..;..;..;..;..;..;..;55;..;..;..;..;..;..;..;..;..;..;..;..;..;5;..;..;..;5;..;..;..;..;1138;..;..;..;..;..;..;16;..;12;..;..;40;..;..;..;..;..;..;..;..;..;..;..;..;..;53;..;..;..;..;..;..;..;..;476;676;..;918;..;..;..;..;..;..;..;..;..;23;..;..;..;..;45;..;12;..;..;..;45;..;..;..;244;..;..;..;..;..;..;..;720;..;..;..;6;..;..;..;..;994;..;2626;711;..;..;..;39;..;..;..;..;..
2015;2015189;Aruba;36114;479;1139;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;297;..;..;..;..;..;1127;9762;..;..;..;..;..;..;..;2455;..;..;..;..;..;..;107;4327;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;258;..;..;..;..;..;289;1632;..;..;..;..;330;..;..;..;..;..;..;..;746;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4585;..;..;107;..;..;..;..;..;..;..;..;..;..;..;1134;1004;..;164;..;..;..;..;..;..;..;..;..;..;..;..;113;..;..;..;..;..;..;..;..;..;701;..;..;..;..;..;..;..;..;..;..;1337;..;..;..;..;..;..;..;..;..;..;..;..;..;10;..;..;..;..;..;..;..;..;612;..;..;..;..;3399;..;..;..;..;..
2015;2015190;Bahamas;59306;376;632;..;..;..;..;..;..;..;14;111;..;..;83;40;..;..;..;..;238;..;30;44;..;39;..;..;..;14;121;3;..;21;..;..;..;..;..;1567;..;23;..;..;..;35;172;193;..;..;..;54;..;..;401;..;..;..;..;..;16;..;75;291;43;31;73;..;..;16;..;..;..;..;..;143;..;..;..;..;..;289;48;..;91;..;33;..;..;35;..;..;1335;27591;..;43;..;..;598;33;..;..;59;..;..;158;7503;35;..;..;21;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;134;..;..;..;..;..;..;..;..;..;..;..;54;..;24;10;..;160;..;..;12;..;..;..;52;..;..;314;1117;20;16;..;..;..;..;..;102;56;..;..;34;78;..;40;..;..;..;..;..;..;..;..;..;..;..;..;..;..;104;..;111;39;..;..;..;12;29;307;..;..;..;..;..;..;..;..;390;..;..;..;1545;..;12;18;..;1993;..;9664;..;17;..;..;30;..;..;..;..;15
2015;2015191;Barbados;34475;3519;10559;..;..;..;..;..;..;..;194;..;..;..;24;..;..;49;..;..;..;..;..;22;..;28;..;..;..;..;..;..;..;..;..;..;..;..;..;689;..;..;..;..;..;..;43;..;..;..;..;..;..;..;58;..;..;..;..;..;..;..;337;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;389;..;..;..;..;..;6594;33;..;..;..;..;463;..;..;..;..;..;..;..;994;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;109;2177;..;3114;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;47;..;..;..;..;..;..;..;..;..;..;..;1490;..;..;..;..;..;..;..;..;2509;..;1034;..;..;..;..;..;..;..;..;..;..
2015;2015192;Virgin Islands, British;19132;1787;1132;..;..;..;..;..;..;..;757;..;..;..;23;..;..;25;..;..;183;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;235;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1230;1709;..;..;..;..;..;..;..;..;..;..;..;23;..;..;..;..;..;58;..;..;..;..;..;..;..;..;..;..;2266;..;..;..;..;..;39;..;..;..;..;..;..;..;1901;..;..;..;..;..;..;..;..;..;23;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;210;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;525;..;..;..;..;..;..;..;..;1360;516;..;2205;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;403;..;..;..;..;..;..;..;..;800;..;1722;..;..;..;..;..;..;..;..;..;..
2015;2015193;Caribbean Netherlands;13002;86;507;..;..;..;..;..;..;28;25;3;..;755;..;..;..;21;..;..;64;..;..;..;..;..;..;..;..;..;..;63;..;..;..;..;..;..;..;87;..;..;..;..;..;..;17;588;..;..;..;..;..;..;45;4115;..;..;..;..;..;..;22;1362;..;..;..;..;..;..;..;..;..;..;..;31;..;..;..;..;..;..;..;..;..;..;..;27;..;..;..;..;164;100;..;..;..;..;9;44;..;..;..;..;..;17;394;29;..;..;..;..;..;..;..;..;64;..;..;..;..;..;..;..;..;..;..;..;..;..;27;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2114;..;3;..;..;..;..;..;2;..;..;..;..;..;..;..;..;..;47;10;..;..;..;..;..;..;..;..;26;..;..;13;..;..;..;..;..;..;..;..;..;514;..;..;..;..;..;..;17;..;..;..;416;..;..;..;..;..;..;..;..;..;..;..;6;..;..;..;..;..;..;..;..;55;..;588;..;..;..;..;480;..;..;..;..;..
2015;2015194;Cayman Islands;23726;50;20;..;..;..;..;..;..;..;..;11;..;..;170;46;..;168;..;..;166;..;11;319;..;31;..;..;..;..;65;..;..;..;..;..;..;..;..;1315;..;..;..;..;14;..;..;380;..;..;..;118;..;..;686;11;..;..;..;..;17;..;..;60;..;..;..;..;..;..;..;..;..;..;9;35;..;..;..;..;..;124;..;..;..;..;15;..;..;..;..;..;304;17;..;1661;..;..;528;..;9;..;210;..;11;83;9351;19;..;..;33;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17;..;..;..;..;..;..;..;..;37;..;..;..;..;..;..;..;..;..;..;..;35;..;52;359;27;9;..;..;..;..;100;..;124;..;..;14;1708;..;..;44;..;..;..;..;..;..;..;..;..;9;..;29;..;..;..;..;..;..;..;..;..;..;..;..;..;..;35;..;27;..;..;..;..;..;..;74;..;..;..;50;..;..;..;..;285;..;..;..;..;..;..;..;..;1944;14;2607;..;..;..;..;33;..;..;..;9;17
2015;2015195;Cuba;13336;211;631;..;103;44;..;..;92;..;..;157;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;54;..;..;..;..;..;125;..;..;..;..;..;57;..;..;..;..;..;166;277;149;..;..;..;..;..;..;..;..;..;171;..;..;..;..;..;113;57;..;..;..;..;..;..;..;..;..;..;139;..;..;..;..;..;318;..;..;..;82;76;..;..;64;..;..;..;872;..;..;65;..;..;..;..;..;..;..;..;208;276;..;..;..;..;..;..;..;..;..;52;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;375;..;..;..;..;..;..;..;..;..;..;..;..;..;..;252;..;..;..;..;..;..;..;..;77;..;..;80;..;89;..;115;..;..;..;..;64;1897;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4522;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;577;..;47;..;500;..;..;..;..;182;..;..;..;..;..
2015;2015196;Curacao;37611;394;170;..;..;..;..;..;..;42;54;21;..;1708;..;..;..;81;..;..;191;..;91;..;..;..;..;..;..;..;..;99;..;..;..;..;..;..;..;90;2334;..;..;..;..;..;489;4797;..;..;..;..;..;..;233;..;..;..;..;..;..;..;107;5715;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;124;..;..;..;..;2;94;..;..;..;..;458;1968;..;..;..;..;637;182;..;..;..;..;..;23;1300;130;..;..;..;..;..;..;..;..;252;..;..;..;..;..;..;..;..;..;..;..;..;..;31;..;..;..;13;..;..;..;..;..;..;..;..;..;..;..;9504;..;..;..;..;..;..;..;..;..;..;..;..;..;..;105;..;..;919;15;..;..;..;..;..;..;..;..;181;..;..;291;..;..;..;..;..;..;..;..;..;499;..;..;..;..;..;..;20;..;..;..;1871;..;..;..;..;..;..;..;..;..;..;..;96;..;..;..;..;..;..;..;..;24;..;330;28;..;..;..;1787;..;..;..;..;..
2015;2015197;Dominica;6720;206;1077;..;..;..;..;..;..;19;442;..;..;47;7;..;..;12;..;..;167;..;..;..;..;..;..;..;..;..;..;85;..;..;..;..;..;..;..;184;..;..;..;..;..;..;38;..;..;..;..;..;..;..;12;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;80;23;..;..;..;..;30;..;..;..;..;..;38;..;..;..;..;190;1395;..;..;..;..;28;..;..;..;..;..;..;..;129;..;..;..;..;..;..;..;..;..;34;..;..;..;..;..;..;..;..;..;..;..;..;..;143;..;..;..;..;..;..;..;..;162;..;..;..;..;..;..;10;..;..;..;..;50;..;..;..;..;..;..;..;..;..;..;..;..;..;16;..;..;..;..;..;..;..;..;63;281;..;125;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19;..;..;..;16;..;..;..;..;..;..;..;306;..;..;..;..;..;..;..;..;633;..;623;..;..;..;..;30;..;..;..;..;..
2015;2015198;Dominican Republic;415564;6352;2117;..;..;..;..;..;..;34;179;1071;..;160;40;208;..;39;21;..;..;..;256;..;..;16;8;171;5;..;645;75;..;74;..;3;3;121;23;1216;..;..;135;3;..;633;1484;3606;..;..;8;307;..;..;3841;..;..;30;..;..;25;..;15;..;582;..;267;..;..;..;..;..;..;..;27;2043;..;..;..;..;..;1661;..;..;63;..;..;56;..;429;..;..;23;329281;..;424;21;..;95;..;31;27;33;..;61;3795;133;345;..;11;..;..;..;..;..;..;150;..;..;..;..;..;..;..;..;18;..;..;25;..;33;..;..;..;1498;..;..;..;..;..;34;..;..;..;..;..;593;..;..;292;..;25;..;..;55;..;79;..;757;..;25;1428;51;44;107;6083;..;565;12;..;43;482;..;97;137;..;64;..;..;..;..;18;..;73;..;..;..;..;..;..;..;..;11;..;7062;..;19;..;27;..;74;1045;25;..;26;..;..;..;..;..;23;..;31;..;35;..;..;76;..;482;..;25814;82;183;..;..;5417;..;12;..;..;..
2015;2015199;Grenada;7057;1496;738;..;..;..;..;..;..;..;38;..;..;..;..;..;..;30;..;..;178;..;..;..;..;..;..;..;..;..;..;14;..;..;..;..;..;..;..;227;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;74;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;341;..;..;..;..;..;..;..;..;..;..;..;..;..;115;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15;163;..;377;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2196;..;..;..;..;..;..;..;..;..;..;..;704;..;..;..;341;..;..;..;..;..
2015;2015200;Guadeloupe;98507;1070;4415;..;..;156;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;463;..;..;..;..;..;..;..;63;..;..;..;..;..;..;..;..;496;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4373;947;..;..;..;..;..;..;..;..;..;..;..;55739;1191;..;..;..;..;314;..;..;..;..;..;..;..;..;..;..;188;15284;..;..;..;..;200;..;..;..;..;..;..;361;..;..;..;..;..;..;..;..;..;..;254;..;..;..;..;..;..;..;..;..;..;..;..;..;9446;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;801;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;467;..;..;..;..;397;..;..;..;..;..;413;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;37;..;..;223;296;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;417;..;496;..;..;..;..;..;..;..;..;..;..
