Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Virgin Islands, British;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cape Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo (Brazzaville);Cook Islands;Costa Rica;Ivory Coast;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Congo (Kinshasa);Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See (Vatican City State);Honduras;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;South Korea;Moldova;Reunion;Romania;Russia;Rwanda;Saint Helena, Ascension and Tristan da Cunha;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;Palestinian Territories;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;United States;Virgin Islands, British;Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;Wallis and Futuna;Yemen;Zambia;Zimbabwe
2010;2010031;Tanzania;308600;2748;4278;..;..;..;..;..;1186;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;136;..;..;..;..;..;112009;..;..;..;282;..;..;..;..;..;..;..;..;567;24354;..;..;..;..;..;..;..;..;..;60386;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;924;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7629;..;..;..;..;..;..;550;..;..;..;..;27864;..;..;..;..;..;..;140;..;..;..;..;..;..;7011;..;..;..;..;..;..;..;187;..;..;..;..;..;..;..;..;28177;..;613;..;..;..;..;..;..;..;..;..;..;..;..;635;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5246;..;..;..;..;..;..;..;..;..;..;..;355;..;..;..;..;..;..;2273;678;..;..;..;..;..;..;86;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6938;..;..;1040;..;1234;..;..;..;..;..;..;..;..;10265;809
2010;2010032;Zambia;149637;1660;17114;..;..;..;..;..;37106;..;..;..;..;..;264;..;..;..;..;..;..;..;..;..;..;..;..;..;..;918;..;..;..;..;..;3243;..;..;243;200;..;..;..;..;..;..;1007;..;..;8481;..;..;..;..;..;..;..;..;..;20933;..;..;..;..;..;164;..;..;..;..;..;..;..;..;..;70;..;..;..;..;..;279;175;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4630;..;..;..;..;..;..;..;..;100;..;..;536;..;..;..;..;..;..;..;..;..;..;..;..;..;13467;..;..;217;..;..;..;..;..;..;..;..;..;..;..;..;..;1301;..;630;..;..;..;..;..;..;..;508;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7462;..;..;..;..;..;..;..;..;..;142;..;..;..;..;..;..;..;..;..;3072;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;456;..;..;1286;5918;949;..;..;..;..;..;..;..;..;..;17106
2010;2010033;Zimbabwe;397891;5557;106092;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3705;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;103281;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;117799;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;18910;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12174;..;..;..;..;..;..;..;..;..;..;30373;..
2010;2010035;Angola;76549;5890;6198;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7493;..;..;..;..;..;..;26;..;..;..;..;..;862;..;..;33;..;..;..;..;..;..;30944;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;274;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;203;..;725;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11125;..;..;..;..;..;..;..;871;..;..;..;..;..;..;..;6536;..;..;..;..;..;..;..;..;..;..;..;5118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;251;..
2010;2010036;Cameroon;289091;2448;6434;..;..;..;..;..;2046;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1921;..;..;..;..;..;..;..;..;..;..;..;..;..;..;143;..;..;97713;56426;..;..;..;..;..;2365;..;..;..;..;..;..;..;..;..;3265;..;..;..;..;..;..;..;2688;..;..;..;..;..;..;..;3695;..;..;845;..;..;236;..;..;153;..;..;..;..;..;3665;..;..;..;..;..;..;..;..;..;..;..;..;..;..;407;..;..;..;..;..;..;..;..;..;..;..;..;3407;..;..;..;..;..;..;..;..;6567;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;127;..;..;..;8409;82748;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2524;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;204;..;655;..;..;..;..;..;..;..;..;..;..
2010;2010037;Central African Republic;93466;6736;20206;..;..;..;..;..;..;..;..;..;..;..;12;24;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;213;..;..;..;11488;..;..;..;..;..;..;..;..;..;..;..;..;8;..;..;19723;2;..;..;..;..;44;..;..;..;..;..;..;..;..;..;10976;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12;..;..;76;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;345;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;38;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;156;..;..;..;..;..;..;..;..;84;..;..;..;..;..;..;..;..;49;..;..;60;..;..;..;..;22388;..;..;14;166;..;..;..;..;..;10;..;..;..;..;8;..;..;..;..;..;..;..;..;628;..;..;..;..;..;..;..;..;..;..
2010;2010038;Chad;416924;1176;9586;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29790;..;..;..;75211;..;..;..;..;..;..;687;..;..;..;..;..;..;..;..;..;247;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;852;..;..;281;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1054;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2512;2401;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;293127;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010039;Congo (Brazzaville);419649;3397;5100;..;..;..;..;..;31028;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11432;..;..;..;..;..;..;..;..;..;..;..;..;..;8502;..;..;..;24601;7949;..;..;695;..;..;..;..;..;..;..;403;..;..;..;..;252142;..;..;..;..;..;..;..;1190;..;..;..;..;..;..;..;7765;..;..;2380;..;..;436;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;878;..;..;..;..;..;..;..;..;..;..;25520;..;..;..;2369;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1084;..;..;..;..;..;..;1938;18900;..;..;..;..;..;..;..;..;..;9981;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1834;..;..;..;..;..;..;..;..;..;..;..;..;..;125;..;..;..;..;..;..;..;..;..;..
2010;2010040;Congo (Kinshasa);588950;53504;107006;..;..;..;..;..;260002;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;37686;..;..;..;..;..;..;..;..;..;..;..;..;..;1551;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;124070;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4472;..;..;..;626;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;33;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010041;Equatorial Guinea;8658;507;1155;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;638;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3649;..;..;205;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;287;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1194;..;..;..;..;..;..;..;..;..;..;..;..;..;1023;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010042;Gabon;243992;1223;5179;..;..;65;..;..;652;..;..;..;..;..;..;..;..;..;..;..;..;..;295;..;30722;..;..;..;..;..;..;..;..;..;4115;99;..;..;29811;172;..;..;..;2663;..;..;204;..;..;9604;..;..;1997;..;..;..;..;..;95;5242;..;..;..;..;..;..;..;51167;..;..;..;..;..;..;..;9457;..;..;..;..;..;52;3745;..;..;..;..;..;..;..;2929;..;..;..;..;..;..;..;..;..;..;..;..;..;10;..;..;19;..;..;..;..;..;..;..;..;1472;..;..;..;..;..;..;..;..;..;..;32463;..;..;..;..;..;..;..;..;..;..;..;..;421;..;..;..;..;..;..;..;..;..;..;14072;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;115;..;..;..;..;124;..;..;..;..;..;..;..;3830;..;17951;..;..;..;..;..;..;..;..;..;8;..;..;..;..;..;..;..;..;..;17;..;..;..;..;13546;..;..;..;132;..;..;..;..;..;..;..;..;..;324;..;..;..;..;..;..;..;..;..;..
2010;2010043;Sao Tome and Principe;2700;14;46;..;..;..;..;..;404;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1538;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;165;..;..;..;..;..;..;..;..;..;..;268;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;131;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;134;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010045;Algeria;216964;1804;5437;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;481;..;..;..;..;..;674;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1253;..;6574;..;..;..;641;..;..;1958;..;..;..;1037;..;..;..;1061;..;..;2016;..;..;..;..;..;760;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;695;..;..;..;..;..;..;..;..;..;3404;..;..;..;..;..;..;..;..;..;10035;..;..;..;..;27470;1384;..;..;..;..;2665;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;693;..;948;..;..;..;..;..;..;..;2051;..;..
2010;2010046;Egypt;295714;3060;9179;198;113;832;..;..;27;..;16;235;151;..;442;568;31;14;378;239;..;262;528;..;35;..;..;..;59;..;123;..;65;65;62;35;..;..;119;596;..;..;55;313;..;26;722;55;854;70;..;..;216;97;..;..;81;190;97;123;284;349;..;..;12;..;200;..;499;25;614;..;..;..;234;2684;..;..;..;28;..;7258;221;9;1200;..;..;..;..;9;135;87;..;..;..;..;126;..;1169;2707;142;10013;90;..;666;3930;..;1084;4929;200;130;..;2811;59;..;..;2986;..;45;4714;..;..;..;39;27;2651;27;203;..;..;..;147;..;..;62;..;77;14;..;..;997;16;12;251;..;..;932;..;87;..;110;762;..;..;114;510;581;..;..;..;..;..;1030;357;43;..;376;281;59;..;228;7038;42;..;..;..;..;..;..;..;..;7693;399;..;19;59;135;..;59;..;..;19145;210;..;390;210;126871;26632;..;..;332;1282;7129;122;113;1011;..;..;..;..;..;735;841;45;..;..;82;161;672;2954;137;5674;..;..;106;..;32;..;..;5354;25;32
2010;2010047;Libya;683998;..;..;284;267;3184;..;..;..;..;..;..;227;..;664;667;..;..;859;1109;..;675;599;..;..;..;..;..;292;..;227;..;..;..;..;..;..;..;..;2528;..;..;..;763;..;..;2727;..;3810;357;..;..;529;..;..;..;..;..;..;385;683;1264;..;..;..;18630;628;..;1759;..;1624;..;..;..;737;4459;..;..;..;..;..;6235;545;..;2322;..;..;..;..;..;..;275;..;..;..;..;300;..;4295;11587;365;60735;..;..;..;5934;..;892;18101;712;298;..;9579;..;..;..;9816;..;..;..;..;..;..;..;..;7026;..;300;..;..;..;317;..;..;..;..;245;..;..;..;4346;..;..;..;..;..;1570;..;..;..;317;2528;..;..;298;1502;2181;..;..;..;..;..;3912;602;..;..;1255;635;..;..;529;6427;..;..;..;..;..;..;..;..;..;31464;994;..;..;211;594;..;..;..;..;92720;574;1576;644;326;253786;12797;..;..;664;827;24624;602;..;2528;..;..;..;..;..;2736;2249;211;..;..;..;776;2462;6415;235;8768;..;..;334;..;..;..;..;18963;..;..
2010;2010048;Morocco;70909;3483;8607;..;..;10190;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1064;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1427;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1410;..;..;..;..;..;..;..;..;..;26733;..;..;..;..;..;1093;..;..;..;..;..;..;..;..;747;..;..;..;..;..;..;..;..;..;..;1300;..;..;..;1438;..;..;..;..;..;..;..;..;..;..;1024;..;..;892;..;..;..;..;..;..;..;..;..;..;..;1208;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1370;..;..;..;..;..;..;..;..;..;..;..;3108;..;..;..;..;..;..;..;1553;..;..;..;..;..;..;..;..;1956;..;..;..;..;..;..;..;920;..;1386;..;..;..;..;..;..;..;..;..;..
2010;2010049;Sudan;578363;..;23822;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;16064;71202;..;..;1215;..;..;..;..;..;..;..;..;..;..;..;..;20549;..;..;..;..;..;14675;..;..;132187;..;70677;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1396;..;..;..;..;..;..;..;..;..;..;..;2814;..;..;..;..;..;..;..;..;1701;..;..;..;..;..;..;..;734;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;16214;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;86;..;202948;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2079;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010050;Tunisia;43172;2590;5459;..;..;8068;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;555;..;..;..;..;..;..;..;..;..;..;..;..;..;504;..;..;..;..;..;..;..;..;..;..;..;..;880;..;..;..;..;..;..;..;..;..;6669;..;..;..;..;..;1121;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;449;..;..;..;1705;..;..;..;..;..;..;..;..;..;..;..;..;..;7062;..;..;..;..;..;..;..;771;..;..;..;409;..;..;..;..;..;..;..;..;4480;..;..;..;..;..;..;..;..;..;..;420;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;317;..;..;..;..;..;..;..;..;..;..;..;..;..;414;..;..;..;..;..;829;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;470;..;..;..;..;..;..;..;..;..;..
2010;2010053;Botswana;120912;1667;13036;..;..;..;..;..;2672;..;..;..;..;..;337;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;314;..;..;..;..;..;..;3184;..;..;..;..;..;..;..;..;..;..;..;..;2552;297;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;968;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7165;..;..;..;539;..;..;470;..;..;..;..;538;..;..;..;..;..;..;2452;..;..;..;..;..;482;3459;..;..;..;..;..;..;..;1416;..;..;..;..;..;..;..;..;892;..;1389;..;..;548;..;..;..;..;560;..;..;337;..;527;..;..;..;..;..;..;..;400;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;200;..;..;..;..;..;..;..;28048;..;..;1449;..;..;..;524;376;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1238;..;..;6220;2233;961;..;..;..;..;..;..;..;..;9659;23803
2010;2010054;Lesotho;6414;1568;1006;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;106;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;87;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;223;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;23;..;4;..;..;..;..;..;..;..;..;..;..;..;..;223;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2544;..;..;..;..;..;..;36;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;134;..;..;..;83;87;..;..;..;..;..;..;..;..;68;68
2010;2010055;Namibia;102405;433;1774;43;..;484;..;..;37063;..;469;50;63;..;536;609;..;50;49;32;..;..;184;..;156;..;..;..;..;658;534;..;..;30;71;389;..;..;118;188;..;..;..;..;..;32;3106;..;..;1117;..;..;30;..;680;..;..;76;101;3183;113;..;..;..;..;174;..;..;..;..;211;..;..;..;79;536;..;..;..;86;..;9063;143;..;..;..;..;..;..;..;53;..;..;..;..;..;..;..;674;90;30;..;60;..;108;824;..;113;..;..;1110;..;..;..;..;..;46;126;..;35;..;..;43;..;369;..;..;..;..;..;..;..;106;..;..;..;..;..;..;..;..;137;..;..;..;..;516;..;50;..;..;982;..;..;53;..;166;..;..;..;..;..;246;168;433;..;..;35;..;..;30;454;358;..;..;..;..;..;..;..;..;..;30;..;56;163;..;..;..;..;..;93;8481;..;344;..;..;199;..;196;101;428;..;..;..;74;..;..;..;..;..;..;35;..;..;..;481;257;..;1718;1098;1050;..;..;..;..;..;..;..;..;3024;14449
2010;2010056;South Africa;2096886;137056;45686;81;140;384;..;..;34137;..;..;2034;..;..;6181;4625;..;..;141;2173;25;206;6820;..;166;51;..;140;174;35926;2517;19;19;3374;..;5622;..;..;2119;4884;..;..;102;..;..;573;20095;509;167;16881;..;..;992;858;1316;..;4216;1710;119;26150;2169;..;..;..;..;3963;..;..;491;124;2663;..;..;39;555;6497;..;..;268;..;..;48653;5721;46;7747;..;..;..;..;77;67;25;48;..;..;..;..;27;34551;1045;604;141;10384;..;3833;20007;166;1501;48;..;14100;..;77;31;27;360;794;231928;644;140;..;344;22;368;53155;780;48;91;292;..;..;..;7295;..;245;..;22;..;..;..;931;501261;185;90408;19;109;17255;..;2684;93;17;14195;17;22;955;27;8580;..;50;50;102;174;1286;8455;38895;..;..;1428;..;287;1388;2914;4053;193;22;..;..;..;..;..;..;531;2368;3326;571;425;780;..;361;..;..;16024;..;..;1250;846;83;2602;..;64830;207;1686;100;..;103;751;..;..;..;..;22;98;969;..;..;..;4161;3267;154;128581;8220;14471;..;98;..;..;258;138;..;70;47829;263655
2010;2010057;Swaziland;30476;662;5531;..;..;..;..;..;106;..;..;..;..;..;44;..;..;..;..;..;..;..;..;..;..;..;..;..;..;54;..;..;..;..;..;190;..;..;..;19;..;..;..;..;..;..;..;..;..;62;..;..;..;..;..;..;..;..;..;141;..;..;..;..;..;..;..;..;..;..;26;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;198;40;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10841;..;..;..;..;..;..;21;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;121;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;77;12067;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;48;..;..;..;..;228;..;..;..;..;..;..;..;..;..;..
2010;2010059;Benin;209267;2094;29719;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8483;..;..;..;..;..;..;..;..;596;..;..;..;..;..;1629;..;..;11719;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1532;..;..;..;..;..;..;8708;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1100;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;64618;38036;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;41033;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010060;Burkina Faso;673904;12416;31893;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3996;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;517165;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;30810;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;41902;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12200;4944;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3857;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14721;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
